date       time    	Air_Temp	Barometric_Press	Dew_Point	Relative_Humidity	Wind_Dir	Wind_Gust	Wind_Speed
2012_03_14 14:12:47	37.5	30	28.1	68.6	17	5	3.4
2012_03_14 14:19:13	37.4	30	28	68.4	17	5	3.8
2012_03_14 14:25:54	37.4	30	28.1	68.8	17	5	3.4
2012_03_14 14:32:37	37.5	30	28.2	68.8	17	5	3.8
2012_03_14 14:38:52	37.6	30	28.1	68.2	17	5	3.2
2012_03_14 14:45:11	37.7	30	28.5	69	17	6	3.2
2012_03_14 14:51:27	37.9	30	28.6	69	17	6	3.6
2012_03_14 14:57:42	37.9	30	28.8	69.4	17	6	4.4
2012_03_14 15:03:57	37.9	30	28.4	68.2	360	6	5.2
2012_03_14 15:10:13	38.1	30	29.1	69.8	358	8	6.2
2012_03_14 15:16:27	37.9	30	28.8	69.2	348	8	5.8
2012_03_14 15:22:43	38.1	30	28.8	69	355	8	6
2012_03_14 15:28:59	38.1	30	29	69.6	349.6	8	6.4
2012_03_14 15:35:14	38.1	30	29.3	70.4	360	9	7
2012_03_14 15:41:29	38.1	30	29.7	71.6	218	9	6.4
2012_03_14 15:47:44	38.2	30	29.7	71.2	218	9	5.8
2012_03_14 15:54:00	38.2	30	29.5	70.6	7	9	5.8
2012_03_14 16:00:15	38.4	30	29.6	70.4	12	9	6.6
2012_03_14 16:06:31	38.5	30	29.8	70.8	360	9	7.4
2012_03_14 16:12:46	38.4	30	30.6	73.4	356	9	7
2012_03_14 16:19:01	38.3	30	30.6	73.4	357	9	6
2012_03_14 16:25:17	38.3	29.9	30.7	74	219.4	9	6.6
2012_03_14 16:31:32	38.3	29.9	30.7	73.8	9	9	5.2
2012_03_14 16:37:47	38.3	29.9	30.2	72.4	9	6	4.4
2012_03_14 16:44:03	38.3	29.9	30.3	72.6	336	6	3.6
2012_03_14 16:50:19	38.3	29.9	29.9	71.4	336	6	2.6
2012_03_14 16:56:34	38.2	29.9	29.8	71.6	331.8	6	4.2
2012_03_14 17:10:14	38.3	29.9	30.3	72.6	329	5	3.6
2012_03_14 17:16:31	38.3	29.9	29.8	71.4	329.2	5	3.2
2012_03_14 17:22:47	38.3	29.9	30.1	72.2	329	5	3.6
2012_03_14 17:29:04	38.3	29.9	30.1	72	329.2	5	3.2
2012_03_14 17:35:21	38.2	29.9	30.3	73	329	5	3.8
2012_03_14 17:41:37	38.3	29.9	30.5	73.2	329	5	3.4
2012_03_14 17:47:54	38.3	29.9	30.1	72	329.2	5	3.4
2012_03_14 17:54:11	38.3	29.9	30	71.8	329	5	2.4
2012_03_14 18:00:28	38.3	29.9	30.2	72.2	329.4	5	2
2012_03_14 18:06:44	38.3	29.9	30.1	71.8	329.4	2	0.4
2012_03_14 18:13:02	38.4	29.9	29.9	71.4	329	3	2.2
2012_03_14 18:19:25	38.4	29.9	30.2	72.2	329.2	3	1.6
2012_03_14 18:25:47	38.4	29.9	30.9	74.2	329	3	1.2
2012_03_14 18:32:05	38.4	29.9	31.1	74.8	329	3	1.2
2012_03_14 18:38:22	38.4	29.9	30.7	73.8	329	4	2.8
2012_03_14 18:44:38	38.3	29.9	30.9	74.4	329.2	6	4.8
2012_03_14 18:50:55	38.2	29.9	31.7	77.2	329	6	4.6
2012_03_14 18:57:13	38.2	29.9	32.1	78.2	329	6	4.8
2012_03_14 19:03:30	38.3	29.9	32.2	78.4	329.2	6	3
2012_03_14 19:09:47	38.3	29.9	32.4	79	329.2	4	2.4
2012_03_14 19:16:05	38.3	29.9	33	81	329.2	4	2.4
2012_03_14 19:22:21	38.4	29.9	33	80.8	329	4	3.4
2012_03_14 19:28:38	38.5	29.9	33	80.4	93	6	5
2012_03_14 19:34:55	38.4	29.9	32.4	78.8	34	6	4.6
2012_03_14 19:41:13	38.6	29.9	32.6	78.8	34	6	3.2
2012_03_14 19:47:29	38.7	29.9	32.9	79.2	33.4	6	3.6
2012_03_14 19:53:47	38.7	29.9	33	79.4	31	6	5.2
2012_03_14 20:00:05	38.8	29.9	33.6	81.2	22	7	5.4
2012_03_14 20:06:25	38.8	29.9	33.8	81.8	22	6	5.4
2012_03_14 20:12:41	38.8	29.9	33.6	81.4	22	6	5.2
2012_03_14 20:18:59	38.7	29.9	33.2	80.6	22	6	4.2
2012_03_14 20:25:15	38.6	29.9	33.5	81.6	22	6	3.8
2012_03_14 20:31:31	38.5	29.9	33.6	82.2	22	6	3.2
2012_03_14 20:37:48	38.4	29.9	33.9	83.8	22	5	3.8
2012_03_14 20:44:05	38.2	29.9	34	84.6	22	5	3.4
2012_03_14 20:50:21	38.2	29.9	33.9	84.4	22	5	2.2
2012_03_14 20:56:38	38.1	29.9	33.9	84.6	22	5	2.2
2012_03_14 21:02:55	38	29.9	33.6	84	22	5	2.4
2012_03_14 21:09:12	37.9	29.9	33.6	84.4	22	3	1
2012_03_14 21:15:29	37.9	29.9	34.1	86	22	3	0
2012_03_14 21:21:46	37.7	29.9	34.1	86.4	22	3	0.6
2012_03_14 21:28:03	37.6	29.9	34.1	87	22	3	0
2012_03_14 21:34:20	37.4	29.9	34.1	87.4	22	3	0
2012_03_14 21:40:37	37.4	29.9	34.2	88	22	2	0.4
2012_03_14 21:46:53	37.4	29.9	34.5	89	22	3	2.2
2012_03_14 21:53:11	37.3	29.9	34.6	90	22	3	2.2
2012_03_14 21:59:28	37.3	29.9	34.9	91	22	3	1.8
2012_03_14 22:05:44	37.3	29.9	34.9	91	22	4	0.8
2012_03_14 22:12:02	37.3	29.9	34.9	91	22	4	0
2012_03_14 22:18:22	37.2	29.9	34.8	91	22.4	5	2.2
2012_03_14 22:24:47	37.2	30	34.5	90	23.4	5	1
2012_03_14 22:31:05	37.2	29.9	34.5	90	23.2	5	1.4
2012_03_14 22:37:22	37.2	29.9	34.5	90	151.2	5	3.4
2012_03_14 22:43:38	37.3	29.9	34.9	91	332	5	3.6
2012_03_14 22:50:56	37.3	29.9	35.1	91.6	332	5	3.6
2012_03_14 22:57:13	37.3	29.9	35.2	92	317.4	6	4.8
2012_03_14 23:03:31	37.2	29.9	35.2	92.2	315	6	3
2012_03_14 23:10:06	37.2	29.9	35.4	93	315	6	4.8
2012_03_14 23:16:31	37.3	29.9	35.5	93	315	7	6
2012_03_14 23:22:51	37.4	29.9	35.6	93	314.8	8	6.8
2012_03_14 23:30:10	37.4	29.9	35.5	92.6	311.2	8	6.8
2012_03_14 23:36:35	37.4	29.9	35.4	92.4	310	8	7.2
2012_03_14 23:42:52	37.4	29.9	35.4	92.6	311.4	8	5.4
2012_03_14 23:49:11	37.4	29.9	35.6	93	312	8	2.8
2012_03_14 23:55:28	37.4	29.9	35.6	93	312	8	3.4
2012_03_15 00:01:47	37.4	29.9	35.6	93	312	8	5.4
2012_03_15 00:08:12	37.4	29.9	35.7	93.4	312	7	5.2
2012_03_15 00:14:30	37.4	29.9	35.6	93.2	311.8	7	5.4
2012_03_15 00:20:47	37.4	29.9	35.8	94	309	7	5.4
2012_03_15 00:27:05	37.4	29.9	35.8	94	309	7	3.6
2012_03_15 00:33:23	37.4	29.9	35.6	93.2	309	7	3.4
2012_03_15 00:39:40	37.4	29.9	35.6	93.2	309	5	3.8
2012_03_15 00:45:58	37.5	29.9	35.8	93.6	309	5	3.4
2012_03_15 00:52:16	37.5	29.9	35.9	94	309	5	3.4
2012_03_15 00:58:34	37.5	29.9	35.9	94	309	5	3.8
2012_03_15 01:04:52	37.5	29.9	35.9	94	309	5	3.6
2012_03_15 01:11:12	37.6	29.9	36	94	309	4	3.2
2012_03_15 01:17:30	37.6	29.9	36	94	309	5	3.6
2012_03_15 01:23:49	37.6	29.9	36	94	309	5	3.6
2012_03_15 01:30:08	37.6	29.9	36	94	309	5	3.4
2012_03_15 01:36:29	37.6	29.9	36	94	309	5	3.2
2012_03_15 01:42:46	37.6	29.9	36	94	309	5	3
2012_03_15 01:49:02	37.7	29.9	36.1	94	309	5	3.2
2012_03_15 01:55:28	37.7	29.9	36.1	94	309	5	3.4
2012_03_15 02:03:09	37.7	29.9	36.1	94	309	5	3.6
2012_03_15 02:09:28	37.7	29.9	36.1	94	309	5	4.4
2012_03_15 02:15:46	37.8	29.9	36.2	94	309	5	3
2012_03_15 02:22:08	37.8	29.9	36.2	94	309	5	2
2012_03_15 02:28:25	37.8	29.9	36.2	94	309	5	2.2
2012_03_15 02:34:43	37.9	29.9	36.3	94	309	5	2.8
2012_03_15 02:41:00	37.9	29.9	36.3	94	309	3	1.4
2012_03_15 02:47:16	37.9	29.9	36.3	94	309	4	2.2
2012_03_15 02:53:32	38	29.9	36.4	94	309	4	3.4
2012_03_15 02:59:50	38	29.9	36.4	94	309	5	2.8
2012_03_15 03:06:08	38	29.9	36.4	94	309	3	2
2012_03_15 03:12:25	38	29.9	36.4	94	309	4	3
2012_03_15 03:18:42	38	29.9	36.4	94	309	4	0.8
2012_03_15 03:24:58	38	29.9	36.4	94	309	4	2.2
2012_03_15 03:31:15	38.1	29.9	36.5	94	309	4	2.6
2012_03_15 03:37:31	38.1	29.9	36.5	94	309	3	2.2
2012_03_15 03:43:47	38.2	29.9	36.6	94	309	4	2.8
2012_03_15 03:50:04	38.2	29.9	36.6	94	309	4	2.6
2012_03_15 03:56:21	38.2	29.9	36.6	94	309	4	2.4
2012_03_15 04:10:14	38.3	29.9	37	95	309	3	2.2
2012_03_15 04:16:30	38.3	29.9	37	95	309	3	1.4
2012_03_15 04:22:49	38.3	29.9	37	95	309	3	2.6
2012_03_15 04:29:07	38.3	29.9	37	95	309	3	2.2
2012_03_15 04:35:24	38.4	29.9	37.1	95	309	4	2.2
2012_03_15 04:41:42	38.3	29.9	37	95	309	4	1.8
2012_03_15 04:47:59	38.3	29.9	37	95	309	4	2.2
2012_03_15 04:54:16	38.4	29.9	37.1	95	309	4	2.4
2012_03_15 05:00:32	38.4	29.9	37.1	95	309	4	2
2012_03_15 05:06:50	38.4	29.9	37.1	95	309	4	3
2012_03_15 05:13:06	38.3	29.9	37	95	309	4	2.2
2012_03_15 05:19:23	38.3	29.9	37	95	309	4	2.6
2012_03_15 05:25:38	38.3	29.9	37	95	309	4	2
2012_03_15 05:31:53	38.3	29.9	37	95	309	4	1
2012_03_15 05:38:08	38.3	29.9	37	95	309	3	1.6
2012_03_15 05:44:23	38.3	29.9	37	95	309	3	2
2012_03_15 05:50:43	38.3	29.9	37	95	309	3	1.4
2012_03_15 05:57:24	38.4	29.9	37.1	95	309	3	2.4
2012_03_15 06:03:47	38.4	29.9	37.1	95	309	3	1.2
2012_03_15 06:10:03	38.4	29.9	37.1	95	309	4	1.2
2012_03_15 06:16:17	38.4	29.9	37.1	95	309	4	0.8
2012_03_15 06:22:32	38.4	29.9	37.1	95	309	4	0
2012_03_15 06:28:47	38.4	29.9	37.1	95	309	4	0.4
2012_03_15 06:35:03	38.4	29.9	37.1	95	309	3	1.6
2012_03_15 06:41:18	38.5	29.9	37.2	95	309	3	1.6
2012_03_15 06:47:33	38.5	29.9	37.2	95	309	3	2.4
2012_03_15 06:53:48	38.5	29.9	37.2	95	309	3	1.4
2012_03_15 07:01:02	38.6	29.9	37.3	95	309	4	1.6
2012_03_15 07:07:17	38.6	29.9	37.3	95	309	3	0.8
2012_03_15 07:13:32	38.6	29.9	37.5	95.8	309	3	1.2
2012_03_15 07:19:47	38.6	29.9	37.6	96	309	3	0.4
2012_03_15 07:26:02	38.6	29.9	37.6	96	309	3	1
2012_03_15 07:32:17	38.6	29.9	37.6	96	309	3	0
2012_03_15 07:38:32	38.6	29.9	37.6	96	309	3	0.6
2012_03_15 07:44:47	38.7	29.9	37.7	96	309	3	2.2
2012_03_15 07:51:02	38.7	29.8	37.7	96	309	3	1
2012_03_15 07:57:17	38.7	29.8	37.7	96	309	3	1.4
2012_03_15 08:03:32	38.7	29.8	37.7	96	309	3	2
2012_03_15 08:09:47	38.7	29.8	37.7	96	309	3	0.2
2012_03_15 08:16:04	38.7	29.8	37.7	96	309	3	0.4
2012_03_15 08:22:19	38.7	29.8	37.7	96	309	3	1.4
2012_03_15 08:28:34	38.8	29.8	37.8	96	309	3	0.8
2012_03_15 08:34:49	38.8	29.8	37.8	96	309	3	0
2012_03_15 08:41:04	38.8	29.8	37.8	96	309	4	2.4
2012_03_15 08:47:18	38.8	29.8	37.8	96	309	4	2.4
2012_03_15 08:53:33	38.8	29.8	37.8	96	309	4	2.6
2012_03_15 08:59:47	38.8	29.8	37.8	96	309	4	2.4
2012_03_15 09:06:02	38.8	29.8	37.8	96	309	4	2.6
2012_03_15 09:12:18	38.8	29.8	37.8	96	309	4	1.2
2012_03_15 09:18:32	38.8	29.8	37.8	96	309	4	2.2
2012_03_15 09:24:53	38.8	29.8	37.8	96	309	4	0.8
2012_03_15 09:31:15	38.9	29.8	37.9	96	309	4	2.6
2012_03_15 09:37:30	38.9	29.8	37.9	96	309	5	3.2
2012_03_15 09:43:45	38.9	29.8	37.9	96	309	5	2.6
2012_03_15 09:50:00	39	29.8	38	96	309	5	0.4
2012_03_15 09:56:15	39	29.8	38	96	309	5	1.6
2012_03_15 10:02:30	39.1	29.8	38.1	96	309	5	1.8
2012_03_15 10:08:44	39.1	29.8	38.1	96	309	4	2
2012_03_15 10:14:59	39.3	29.8	38.3	96	309	4	0
2012_03_15 10:21:16	39.4	29.8	38.4	96	309	5	1.2
2012_03_15 10:27:31	39.3	29.8	38.3	96	309	5	1.6
2012_03_15 10:33:46	39.4	29.8	38.4	96	309	5	0.8
2012_03_15 10:40:02	39.5	29.8	38.5	96	309	4	2.6
2012_03_15 10:46:17	39.5	29.8	38.5	96	309	4	2.8
2012_03_15 10:52:31	39.5	29.8	38.5	96	309	4	2.8
2012_03_15 10:58:46	39.5	29.8	38.5	96	309	5	3.4
2012_03_15 11:05:01	39.7	29.8	38.7	96	309	6	4.4
2012_03_15 11:11:16	39.9	29.8	38.8	95.6	10.6	7	6
2012_03_15 11:17:31	40.1	29.8	38.8	95	331.2	7	5.2
2012_03_15 11:23:46	39.9	29.8	38.6	95	301.8	9	5.2
2012_03_15 11:30:01	40.1	29.8	38.8	95	339.4	9	4.2
2012_03_15 11:36:18	40.4	29.8	38.9	94.4	339	7	4.2
2012_03_15 11:42:33	40.2	29.8	38.6	94	338	7	2.6
2012_03_15 11:48:47	40.3	29.8	38.7	94	338	7	2.8
2012_03_15 11:55:03	40.1	29.8	38.6	94.2	331.8	7	4
2012_03_15 12:01:18	40.2	29.8	38.9	95	328	7	4.6
2012_03_15 12:07:32	40.2	29.8	38.9	95	319.4	7	4.4
2012_03_15 12:13:47	40.2	29.8	38.9	95	294	7	5
2012_03_15 12:20:03	40.3	29.8	39	95	292	7	3.8
2012_03_15 12:26:18	40.4	29.8	39.1	95	292	7	3.4
2012_03_15 12:32:33	40.4	29.8	38.8	94	292	7	3.4
2012_03_15 12:38:48	40.2	29.8	38.9	95	292	4	2.4
2012_03_15 12:45:03	40.2	29.8	38.9	95	292	4	3.4
2012_03_15 12:51:21	40.3	29.8	39	95	292	4	2.8
2012_03_15 12:57:40	40.3	29.8	39	95	292	4	2.8
2012_03_15 13:04:00	40.4	29.8	39.1	95	292	4	1.8
2012_03_15 13:10:16	40.4	29.8	39.1	95	292	3	1.6
2012_03_15 13:16:31	40.5	29.8	39.2	95	292	3	0.8
2012_03_15 13:22:46	40.6	29.8	39.3	95	292	3	1.2
2012_03_15 13:29:02	40.5	29.8	39.2	95	292	6	2.8
2012_03_15 13:35:17	40.6	29.8	39.3	95	292	4	2
2012_03_15 13:41:32	40.5	29.8	39.2	95	292	4	0
2012_03_15 13:47:46	40.5	29.8	39.2	95	292	4	0
2012_03_15 13:54:02	40.7	29.8	39.4	95	292.6	5	2.8
2012_03_15 14:00:17	40.7	29.8	39.4	95	31	6	4.4
2012_03_15 14:06:34	40.7	29.8	39.4	95	300.2	6	3
2012_03_15 14:12:49	41.5	29.8	40.3	95.8	217	9	5
2012_03_15 14:19:05	42.4	29.8	41.2	95.6	106.6	12	8.6
2012_03_15 14:25:20	43.2	29.8	41.9	95	117.2	13	9.6
2012_03_15 14:31:34	44.7	29.8	43.1	93.8	110	13	9.8
2012_03_15 14:37:49	45.5	29.8	42.8	90.4	119.6	17	14.8
2012_03_15 14:44:05	47.2	29.8	43.1	85.6	126.8	17	11
2012_03_15 14:50:20	47.4	29.8	42.8	84.2	128.4	17	12
2012_03_15 14:56:35	47.9	29.8	43	82.8	127	27	13.8
2012_03_15 15:02:50	49.3	29.8	43.3	79.6	139.2	27	14.6
2012_03_15 15:09:06	48.4	29.8	42.6	80.2	134.4	22	7.8
2012_03_15 15:15:21	47.9	29.8	42.8	82.4	121.8	22	12.4
2012_03_15 15:21:35	48.8	29.8	43	80.4	129.2	22	15.2
2012_03_15 15:27:51	49.3	29.8	43.1	79	126.2	22	11.2
2012_03_15 15:34:06	49.6	29.8	43.2	78.6	126.4	22	14.2
2012_03_15 15:40:21	49.5	29.8	42.7	77.2	144	20	12
2012_03_15 15:46:36	49.5	29.7	42.9	78	144	21	15.2
2012_03_15 15:52:51	48.4	29.7	42.9	81.2	149.2	21	15.2
2012_03_15 15:59:06	47.7	29.7	42.6	82.4	139.8	21	16.4
2012_03_15 16:05:21	47.9	29.7	42.7	82	133	22	17.6
2012_03_15 16:11:36	48	29.7	42.6	81.4	136	24	18.2
2012_03_15 16:17:52	48.8	29.7	42.8	79.8	131.2	26	21.2
2012_03_15 16:24:08	48.9	29.7	42.7	79	149.8	28	22.4
2012_03_15 16:30:24	48.9	29.7	42.4	78.2	143.8	29	20.6
2012_03_16 06:23:33	45.1	29.7	39.4	80.6	161.4	43	13.4
2012_03_16 06:30:05	42.4	29.6	37.4	82.2	148.2	16	10.4
2012_03_16 06:36:26	42.6	29.6	37.7	82.8	161.4	12	8.8
2012_03_16 06:42:40	42.1	29.6	37.6	83.8	159.6	14	10.6
2012_03_16 06:48:55	41.6	29.6	37.7	85.8	161.4	15	11.4
2012_03_16 06:55:10	41.1	29.6	37.5	87	148.4	19	15.8
2012_03_16 07:01:27	40.8	29.6	37.5	87.8	148.4	19	15.6
2012_03_16 07:07:41	40.7	29.6	37.6	88.8	146.8	18	16.2
2012_03_16 07:13:55	40.4	29.6	37.5	89.2	153.6	18	15
2012_03_16 07:20:11	40.7	29.6	37.5	88.4	156.6	18	14.2
2012_03_16 07:26:26	41.1	29.6	37.5	87	151.4	18	15.4
2012_03_16 07:32:41	41.2	29.6	37.4	86.6	148.8	18	15.8
2012_03_16 07:38:55	41.3	29.6	37.5	86.2	148.4	19	15.4
2012_03_16 07:45:11	41.1	29.6	37.4	86.8	141.8	19	15.4
2012_03_16 07:51:27	41.2	29.6	37.3	86	139.8	19	15.4
2012_03_16 07:58:25	41.2	29.6	37.3	86	146.6	19	13.8
2012_03_16 08:06:21	41.7	29.6	37.2	84	146.8	19	15.4
2012_03_16 08:13:52	41.5	29.6	37.2	84.6	149.4	19	13
2012_03_16 08:21:04	41.4	29.6	37.3	85.4	153	19	13
2012_03_16 08:27:36	41.3	29.6	37.3	85.6	142.4	19	15
2012_03_16 08:33:51	41.5	29.6	37.2	84.6	137	20	15.4
2012_03_16 08:40:07	42	29.6	37.1	82.4	136.8	20	15.8
2012_03_16 08:46:21	41.9	29.6	37.2	83.2	139.4	20	14.2
2012_03_16 08:52:36	41.7	29.6	37.3	84.4	137.6	20	14.4
2012_03_16 08:58:50	41.4	29.6	37.3	85.2	144.2	20	13
2012_03_16 09:05:05	41.4	29.6	37.5	85.8	150.6	15	13.4
2012_03_16 09:11:20	41.3	29.6	37.7	87	171.6	15	9.8
2012_03_16 09:17:35	40.9	29.6	37.8	88.8	175	15	7
2012_03_16 09:23:49	40.7	29.6	37.7	89	169.8	15	6.8
2012_03_16 09:30:04	40.8	29.6	37.5	88	160	15	8.8
2012_03_16 09:36:22	41.1	29.6	37.2	86	138.2	13	11.2
2012_03_16 09:42:37	41.3	29.6	37.2	85.6	135.6	17	13
2012_03_16 09:48:52	41.2	29.6	37.4	86.2	142.4	17	11.6
2012_03_16 09:55:07	41	29.6	37.1	86	145.6	17	9.4
2012_03_16 10:01:22	40.9	29.6	37.2	86.8	136	17	10.4
2012_03_16 10:07:37	40.9	29.6	37.3	87	136	11	10.4
2012_03_16 10:13:53	40.9	29.6	37.4	87.4	130.8	13	10.2
2012_03_16 10:20:08	40.6	29.6	37.6	88.8	132.2	13	11.8
2012_03_16 10:26:23	40.7	29.6	37.4	88.2	133.8	13	10.6
2012_03_16 10:32:37	40.8	29.6	37.6	88.4	135	13	7.6
2012_03_16 10:38:52	40.9	29.6	37.6	88	136.6	9	6.2
2012_03_16 10:45:08	41	29.6	37.7	88.2	129	11	8.6
2012_03_16 10:51:25	41.1	29.6	37.8	88	147.6	11	6.8
2012_03_16 10:57:40	41.4	29.6	37.6	86.2	139.2	14	9.6
2012_03_16 11:03:55	41.6	29.6	37.5	85.6	154.4	14	8.8
2012_03_16 11:10:10	41.8	29.6	37.3	84.2	165.6	14	8.8
2012_03_16 11:16:26	41.8	29.6	37.5	84.4	159	14	9
2012_03_16 11:22:42	41.7	29.7	37.3	84.2	191	30	16.2
2012_03_16 11:29:57	41.1	29.7	35.9	81.6	210.4	33	15.2
2012_03_16 11:36:13	39.5	29.7	34.8	82.8	264	41	13.6
2012_03_16 11:42:32	38.6	29.7	34.9	86.4	161.2	55	23
2012_03_16 11:48:47	38.2	29.7	34.6	86.8	179	55	21.2
2012_03_16 11:55:16	38.1	29.7	34.4	86.4	217	56	17
2012_03_16 12:03:32	38.2	29.7	34.4	85.8	150.2	58	31.2
2012_03_16 12:10:38	38.2	29.7	34.2	85.4	191.8	55	21.2
2012_03_16 12:17:44	38.1	29.7	34	84.8	180.4	55	15.2
2012_03_16 12:25:25	38.6	29.7	34	83.4	179	55	14.6
2012_03_16 12:31:42	38.6	29.7	34.5	85	140.8	55	11.4
2012_03_16 12:37:57	38.9	29.7	34.2	83	138.8	16	8.8
2012_03_16 12:44:12	38.9	29.7	34.4	83.4	150.4	19	11
2012_03_16 12:50:27	39.7	29.7	32.9	76.2	175.6	27	14
2012_03_16 12:56:42	40.8	29.7	33.1	74	169.8	28	21.2
2012_03_16 13:02:56	40.9	29.7	32.7	72.2	197.8	31	24.4
2012_03_16 13:09:13	41.4	29.7	32.9	71.6	184.6	32	24
2012_03_16 13:15:29	41.4	29.7	33.1	72	161.6	39	18.6
2012_03_16 13:21:44	41.6	29.7	33.4	72.4	169	39	19.6
2012_03_16 13:28:00	41.9	29.7	33.5	72	157.4	39	18.2
2012_03_16 13:34:15	42.1	29.7	33.6	71.6	165.8	39	21.6
2012_03_16 13:40:29	42.3	29.7	33.4	70.6	165.2	33	17.6
2012_03_16 13:46:44	42.6	29.7	33.6	70.2	155.2	34	18.8
2012_03_16 13:53:01	42.9	29.7	33.8	70	159.6	34	19
2012_03_16 13:59:16	43.1	29.7	33.4	68.6	169.4	34	21
2012_03_16 14:05:31	43.3	29.7	33.1	67	172	30	18.8
2012_03_16 14:11:46	43.3	29.7	32.9	66.4	169.6	30	17.2
2012_03_16 14:18:01	43.6	29.7	32.6	65	184.6	30	20
2012_03_16 14:24:17	43.7	29.7	33.2	66.2	164.4	30	21
2012_03_16 14:30:32	43.7	29.7	33.3	66.4	179.8	30	18.4
2012_03_16 14:36:47	43.6	29.7	33	66	173	31	22
2012_03_16 14:43:02	43.7	29.7	32.7	65.2	178.8	31	21
2012_03_16 14:49:17	43.8	29.7	32.6	64.6	168.8	31	18.4
2012_03_16 14:55:33	44	29.7	32.4	63.4	182.2	31	16.8
2012_03_16 15:01:49	44.1	29.7	32.6	63.8	185	31	15.4
2012_03_16 15:08:04	44.1	29.7	33	64.6	173	20	15.6
2012_03_16 15:14:19	44.2	29.7	32	62	179	22	13.8
2012_03_16 15:20:34	44.1	29.7	33.3	65.4	170.4	22	16
2012_03_16 15:26:50	44.1	29.7	32.8	64.2	171.4	23	13.6
2012_03_16 15:33:05	44.1	29.7	32.3	63	167	23	10.6
2012_03_16 15:39:20	44.2	29.7	32.8	64	175.2	18	12.2
2012_03_16 15:45:44	44.2	29.7	33	64.6	165	18	11.8
2012_03_16 15:53:15	44.3	29.7	33.1	64.6	171.6	20	15.4
2012_03_16 16:01:43	44.7	29.7	31.9	60.6	168.4	22	12.4
2012_03_16 16:09:37	45.5	29.7	32.8	61	156.8	18	12
2012_03_16 16:16:06	45.4	29.7	33.6	63	170.6	18	10
2012_03_16 16:22:24	45.6	29.7	33.3	61.8	166.2	18	12.8
2012_03_16 16:28:39	45.6	29.7	33.6	62.8	164.4	18	10.6
2012_03_16 16:34:53	45	29.7	33.5	63.8	154.8	21	16.2
2012_03_16 16:41:08	44.7	29.7	33.7	65	150.6	23	17.8
2012_03_16 16:47:24	44.3	29.7	33.9	66.6	150.6	23	14.6
2012_03_16 16:53:38	44.7	29.7	33.8	65.2	158	23	16.6
2012_03_16 16:59:55	45	29.7	34.5	66.4	166.6	23	14
2012_03_16 17:10:16	43.8	29.7	34	68	161.6	23	15.4
2012_03_16 17:16:33	43.7	29.7	33.7	67.6	162.6	23	15.8
2012_03_16 17:22:48	44.1	29.7	33.4	65.8	159.6	23	16.4
2012_03_16 17:29:05	44.4	29.7	34.5	68	136.4	23	14
2012_03_16 17:35:24	44	29.7	34.3	68.4	143.4	22	16.8
2012_03_16 17:43:15	43.9	29.7	34.1	68.2	138.8	22	11.8
2012_03_16 17:51:18	43.5	29.7	33.9	68.8	143.8	22	14.4
2012_03_16 18:01:22	43.5	29.7	34.1	69.2	138.4	22	15.4
2012_03_16 18:08:02	43.6	29.7	34.1	69	145.8	22	14.4
2012_03_16 18:15:24	43.3	29.7	34.2	70	142.6	22	16.2
2012_03_16 18:22:52	43.4	29.7	34	69	152.8	22	12.8
2012_03_16 18:31:30	43.3	29.7	34	69.6	163.4	22	12.4
2012_03_16 18:41:03	42.6	29.7	34.9	74	163.2	13	9.8
2012_03_16 18:48:18	42.5	29.7	33.5	70.2	177	14	10
2012_03_16 18:54:40	42.8	29.7	33.3	69	169.8	14	9.8
2012_03_16 19:01:57	43	29.7	32.8	67	202.4	14	8.2
2012_03_16 19:08:14	43.4	29.7	32.7	65.8	177.4	11	6.2
2012_03_16 19:14:30	42.9	29.7	33.3	68.6	174.2	12	8.8
2012_03_16 19:20:47	42.7	29.7	32.5	67	181.6	12	8.2
2012_03_16 19:27:03	42.6	29.7	32.5	67.2	157.6	12	7.4
2012_03_16 19:33:20	42.2	29.7	33.1	69.8	151.4	21	13.4
2012_03_16 19:39:42	41.9	29.7	32.9	70	168.8	20	10.6
2012_03_16 19:47:19	41.8	29.7	32.7	70	180.6	20	8.2
2012_03_16 19:55:51	41.9	29.7	32.7	69.6	175.6	20	6.2
2012_03_16 20:06:02	42	29.7	32.4	68.4	165	20	4.6
2012_03_16 20:15:13	41.8	29.7	33	70.8	174.8	9	7.8
2012_03_16 20:24:10	40.6	29.7	33.6	76	174	11	10.2
2012_03_16 20:31:51	40.3	29.7	33.8	77.6	196	11	7.4
2012_03_16 20:40:14	40.2	29.7	34	78.2	139.6	7	3.4
2012_03_16 20:47:54	40.4	29.7	33.2	75.4	66	7	0.8
2012_03_16 20:55:37	40.7	29.7	32.9	73.4	143.8	7	2.8
2012_03_16 21:03:23	40.6	29.6	33.1	74.6	163.2	7	4.8
2012_03_16 21:10:11	40.2	29.6	33.8	77.8	206.4	8	5.8
2012_03_16 21:16:43	40.1	29.6	33.7	77.4	213	8	4.4
2012_03_16 21:23:03	39.7	29.7	34.1	80.2	213	8	5.2
2012_03_16 21:29:46	39.3	29.6	33.9	80.8	270.4	10	7.8
2012_03_16 21:36:17	39.4	29.6	34.1	81	279.6	9	7.8
2012_03_16 21:42:42	39.4	29.6	34.3	81.6	279	9	6.6
